LECROYWR640Zi	640	Waveform
Segments	1	SegmentSize	25001
Segment	TrigTime	TimeSinceSegment1
#1	08-Nov-2019 23:15:25	0                 
Time	Ampl
-2.6601086e-006	0.00218448
-2.6597086e-006	0.0232756
-2.6593086e-006	0.00921485
-2.6589086e-006	0.0162452
-2.6585086e-006	0.00921485
-2.6581086e-006	0.0162452
-2.6577086e-006	0.0232756
-2.6573086e-006	0.00921485
-2.6569086e-006	0.00921485
-2.6565086e-006	0.00218448
-2.6561086e-006	-0.00484589
-2.6557086e-006	0.00921485
-2.6553086e-006	0.0162452
-2.6549086e-006	0.0162452
-2.6545086e-006	0.00218448
-2.6541086e-006	0.0162452
-2.6537086e-006	0.00218448
-2.6533086e-006	0.0162452
-2.6529086e-006	0.0162452
-2.6525086e-006	0.00921485
-2.6521086e-006	0.0162452
-2.6517086e-006	0.00218448
-2.6513086e-006	0.0162452
-2.6509086e-006	0.00218448
-2.6505086e-006	0.00218448
-2.6501086e-006	0.0162452
-2.6497086e-006	0.00218448
-2.6493086e-006	0.00921485
-2.6489086e-006	0.00218448
-2.6485086e-006	-0.00484589
-2.6481086e-006	-0.00484589
-2.6477086e-006	0.00218448
-2.6473086e-006	0.00218448
-2.6469086e-006	0.00218448
-2.6465086e-006	-0.00484589
-2.6461086e-006	0.00218448
-2.6457086e-006	0.00218448
-2.6453086e-006	-0.00484589
-2.6449086e-006	0.00921485
-2.6445086e-006	0.00921485
-2.6441086e-006	0.00218448
-2.6437086e-006	0.0162452
-2.6433086e-006	0.00921485
-2.6429086e-006	0.0162452
-2.6425086e-006	0.00921485
-2.6421086e-006	0.00921485
-2.6417086e-006	0.00921485
-2.6413086e-006	0.00218448
-2.6409086e-006	0.00218448
-2.6405086e-006	0.00218448
-2.6401086e-006	-0.00484589
-2.6397086e-006	-0.0118763
-2.6393086e-006	0.00921485
-2.6389086e-006	0.00218448
-2.6385086e-006	-0.00484589
-2.6381086e-006	0.00218448
-2.6377086e-006	-0.0118763
-2.6373086e-006	0.00218448
-2.6369086e-006	0.00921485
-2.6365086e-006	0.00921485
-2.6361086e-006	0.00218448
-2.6357086e-006	0.00218448
-2.6353086e-006	0.00218448
-2.6349086e-006	0.00218448
-2.6345086e-006	0.00218448
-2.6341086e-006	0.00921485
-2.6337086e-006	0.00921485
-2.6333086e-006	0.00218448
-2.6329086e-006	-0.00484589
-2.6325086e-006	0.00921485
-2.6321086e-006	0.00218448
-2.6317086e-006	0.00218448
-2.6313086e-006	0.00218448
-2.6309086e-006	0.00218448
-2.6305086e-006	-0.00484589
-2.6301086e-006	0.0162452
-2.6297086e-006	0.00218448
-2.6293086e-006	-0.00484589
-2.6289086e-006	0.0162452
-2.6285086e-006	0.00218448
-2.6281086e-006	0.00218448
-2.6277086e-006	0.0162452
-2.6273086e-006	-0.0118763
-2.6269086e-006	-0.00484589
-2.6265086e-006	0.00218448
-2.6261086e-006	0.00921485
-2.6257086e-006	0.00218448
-2.6253086e-006	-0.00484589
-2.6249086e-006	0.00921485
-2.6245086e-006	0.0162452
-2.6241086e-006	0.00218448
-2.6237086e-006	0.0162452
-2.6233086e-006	0.00218448
-2.6229086e-006	-0.0118763
-2.6225086e-006	0.00218448
-2.6221086e-006	-0.00484589
-2.6217086e-006	-0.00484589
-2.6213086e-006	-0.00484589
-2.6209086e-006	0.00218448
-2.6205086e-006	0.00218448
-2.6201086e-006	-0.00484589
-2.6197086e-006	-0.00484589
-2.6193086e-006	-0.00484589
-2.6189086e-006	-0.00484589
-2.6185086e-006	-0.00484589
-2.6181086e-006	-0.00484589
-2.6177086e-006	-0.00484589
-2.6173086e-006	0.00218448
-2.6169086e-006	-0.00484589
-2.6165086e-006	0.00218448
-2.6161086e-006	0.00921485
-2.6157086e-006	0.00218448
-2.6153086e-006	0.00218448
-2.6149086e-006	0.00218448
-2.6145086e-006	0.0162452
-2.6141086e-006	0.0162452
-2.6137086e-006	0.0162452
-2.6133086e-006	0.0162452
-2.6129086e-006	0.0232756
-2.6125086e-006	0.00921485
-2.6121086e-006	0.00921485
-2.6117086e-006	0.0162452
-2.6113086e-006	0.00921485
-2.6109086e-006	0.0232756
-2.6105086e-006	0.00921485
-2.6101086e-006	0.00921485
-2.6097086e-006	0.00921485
-2.6093086e-006	0.0162452
-2.6089086e-006	0.00921485
-2.6085086e-006	0.00921485
-2.6081086e-006	0.00218448
-2.6077086e-006	0.0162452
-2.6073086e-006	0.00218448
-2.6069086e-006	0.0162452
-2.6065086e-006	0.0162452
-2.6061086e-006	0.0162452
-2.6057086e-006	-0.0118763
-2.6053086e-006	0.00921485
-2.6049086e-006	0.00218448
-2.6045086e-006	0.0232756
-2.6041086e-006	0.00921485
-2.6037086e-006	0.00218448
-2.6033086e-006	0.0162452
-2.6029086e-006	-0.00484589
-2.6025086e-006	-0.00484589
-2.6021086e-006	0.00218448
-2.6017086e-006	0.00921485
-2.6013086e-006	0.00921485
-2.6009086e-006	0.00218448
-2.6005086e-006	-0.00484589
-2.6001086e-006	0.0162452
-2.5997086e-006	0.00921485
-2.5993086e-006	0.00218448
-2.5989086e-006	0.00218448
-2.5985086e-006	-0.00484589
-2.5981086e-006	0.00921485
-2.5977086e-006	0.0162452
-2.5973086e-006	0.00218448
-2.5969086e-006	0.00921485
-2.5965086e-006	0.0162452
-2.5961086e-006	0.00218448
-2.5957086e-006	0.0162452
-2.5953086e-006	0.0162452
-2.5949086e-006	0.0162452
-2.5945086e-006	-0.00484589
-2.5941086e-006	0.00218448
-2.5937086e-006	0.00218448
-2.5933086e-006	-0.00484589
-2.5929086e-006	-0.00484589
-2.5925086e-006	0.00921485
-2.5921086e-006	0.00921485
-2.5917086e-006	0.00218448
-2.5913086e-006	0.00921485
-2.5909086e-006	-0.00484589
-2.5905086e-006	0.00921485
-2.5901086e-006	0.00218448
-2.5897086e-006	0.00218448
-2.5893086e-006	-0.0118763
-2.5889086e-006	-0.00484589
-2.5885086e-006	0.00218448
-2.5881086e-006	0.00218448
-2.5877086e-006	-0.00484589
-2.5873086e-006	0.00218448
-2.5869086e-006	-0.00484589
-2.5865086e-006	0.00218448
-2.5861086e-006	0.00921485
-2.5857086e-006	0.00921485
-2.5853086e-006	0.00218448
-2.5849086e-006	-0.00484589
-2.5845086e-006	0.00921485
-2.5841086e-006	-0.00484589
-2.5837086e-006	-0.00484589
-2.5833086e-006	0.00921485
-2.5829086e-006	0.0162452
-2.5825086e-006	0.00921485
-2.5821086e-006	0.00921485
-2.5817086e-006	-0.00484589
-2.5813086e-006	-0.00484589
-2.5809086e-006	0.00218448
-2.5805086e-006	0.0162452
-2.5801086e-006	0.00921485
-2.5797086e-006	0.0162452
-2.5793086e-006	-0.00484589
-2.5789086e-006	0.00218448
-2.5785086e-006	0.00218448
-2.5781086e-006	0.00921485
-2.5777086e-006	0.00218448
-2.5773086e-006	0.00218448
-2.5769086e-006	0.00921485
-2.5765086e-006	0.0162452
-2.5761086e-006	0.00218448
-2.5757086e-006	0.00921485
-2.5753086e-006	0.00218448
-2.5749086e-006	0.00218448
-2.5745086e-006	0.00921485
-2.5741086e-006	0.00218448
-2.5737086e-006	0.00921485
-2.5733086e-006	0.00218448
-2.5729086e-006	0.00218448
-2.5725086e-006	0.00921485
-2.5721086e-006	0.00218448
-2.5717086e-006	0.00921485
-2.5713086e-006	0.00218448
-2.5709086e-006	0.00218448
-2.5705086e-006	0.00218448
-2.5701086e-006	0.00921485
-2.5697086e-006	-0.00484589
-2.5693086e-006	0.00921485
-2.5689086e-006	0.00921485
-2.5685086e-006	0.00218448
-2.5681086e-006	0.0162452
-2.5677086e-006	0.00921485
-2.5673086e-006	0.00218448
-2.5669086e-006	0.00921485
-2.5665086e-006	0.00218448
-2.5661086e-006	0.00218448
