LECROYWR640Zi	640	Waveform
Segments	1	SegmentSize	25002
Segment	TrigTime	TimeSinceSegment1
#1	08-Nov-2019 23:15:25	0                 
Time	Ampl
-2.6603471e-006	0.0162452
-2.6599471e-006	0.00921485
-2.6595471e-006	-0.00484589
-2.6591471e-006	-0.00484589
-2.6587471e-006	0.0162452
-2.6583471e-006	0.00921485
-2.6579471e-006	0.00218448
-2.6575471e-006	0.00218448
-2.6571471e-006	0.00921485
-2.6567471e-006	0.00921485
-2.6563471e-006	-0.00484589
-2.6559471e-006	-0.0118763
-2.6555471e-006	0.00218448
-2.6551471e-006	-0.00484589
-2.6547471e-006	0.00218448
-2.6543471e-006	0.00218448
-2.6539471e-006	0.00921485
-2.6535471e-006	0.00921485
-2.6531471e-006	0.00218448
-2.6527471e-006	-0.0118763
-2.6523471e-006	0.00218448
-2.6519471e-006	0.00218448
-2.6515471e-006	0.00218448
-2.6511471e-006	0.00218448
-2.6507471e-006	0.00218448
-2.6503471e-006	0.0162452
-2.6499471e-006	0.00218448
-2.6495471e-006	-0.0118763
-2.6491471e-006	-0.00484589
-2.6487471e-006	-0.00484589
-2.6483471e-006	-0.00484589
-2.6479471e-006	-0.00484589
-2.6475471e-006	-0.00484589
-2.6471471e-006	0.00218448
-2.6467471e-006	-0.0118763
-2.6463471e-006	-0.00484589
-2.6459471e-006	0.00218448
-2.6455471e-006	-0.00484589
-2.6451471e-006	-0.00484589
-2.6447471e-006	0.00921485
-2.6443471e-006	0.00921485
-2.6439471e-006	0.00218448
-2.6435471e-006	0.00921485
-2.6431471e-006	-0.00484589
-2.6427471e-006	0.00218448
-2.6423471e-006	0.00218448
-2.6419471e-006	-0.00484589
-2.6415471e-006	0.00921485
-2.6411471e-006	0.00921485
-2.6407471e-006	0.0232756
-2.6403471e-006	0.00218448
-2.6399471e-006	0.0162452
-2.6395471e-006	0.00921485
-2.6391471e-006	0.00218448
-2.6387471e-006	0.0162452
-2.6383471e-006	0.00218448
-2.6379471e-006	0.00218448
-2.6375471e-006	0.00921485
-2.6371471e-006	0.00218448
-2.6367471e-006	0.00218448
-2.6363471e-006	0.00921485
-2.6359471e-006	0.00218448
-2.6355471e-006	0.00218448
-2.6351471e-006	0.00218448
-2.6347471e-006	0.00218448
-2.6343471e-006	0.00218448
-2.6339471e-006	0.00218448
-2.6335471e-006	0.00218448
-2.6331471e-006	0.00921485
-2.6327471e-006	-0.00484589
-2.6323471e-006	-0.0118763
-2.6319471e-006	-0.00484589
-2.6315471e-006	-0.00484589
-2.6311471e-006	-0.00484589
