LECROYWR640Zi	640	Waveform
Segments	1	SegmentSize	25002
Segment	TrigTime	TimeSinceSegment1
#1	08-Nov-2019 23:30:52	0                 
Time	Ampl
-2.6603346e-006	-0.0109252
-2.6599346e-006	-0.0109252
-2.6595346e-006	-0.000731159
-2.6591346e-006	-0.000731159
-2.6587346e-006	0.00946288
-2.6583346e-006	0.00946288
-2.6579346e-006	0.00946288
-2.6575346e-006	-0.0109252
-2.6571346e-006	0.00946288
-2.6567346e-006	-0.000731159
-2.6563346e-006	-0.000731159
-2.6559346e-006	0.00946288
-2.6555346e-006	-0.000731159
-2.6551346e-006	0.00946288
-2.6547346e-006	0.029851
-2.6543346e-006	-0.000731159
-2.6539346e-006	-0.000731159
-2.6535346e-006	0.00946288
-2.6531346e-006	-0.0109252
-2.6527346e-006	-0.0109252
-2.6523346e-006	0.00946288
-2.6519346e-006	0.0196569
-2.6515346e-006	0.00946288
-2.6511346e-006	-0.0109252
-2.6507346e-006	-0.000731159
-2.6503346e-006	0.00946288
-2.6499346e-006	-0.000731159
-2.6495346e-006	0.00946288
-2.6491346e-006	0.00946288
-2.6487346e-006	0.00946288
-2.6483346e-006	-0.000731159
-2.6479346e-006	-0.0109252
-2.6475346e-006	-0.000731159
-2.6471346e-006	-0.000731159
-2.6467346e-006	-0.000731159
-2.6463346e-006	-0.000731159
-2.6459346e-006	-0.000731159
-2.6455346e-006	0.00946288
-2.6451346e-006	0.00946288
-2.6447346e-006	-0.0109252
-2.6443346e-006	-0.0109252
-2.6439346e-006	-0.0109252
-2.6435346e-006	0.00946288
-2.6431346e-006	-0.0109252
-2.6427346e-006	-0.000731159
-2.6423346e-006	0.00946288
-2.6419346e-006	0.00946288
-2.6415346e-006	-0.000731159
-2.6411346e-006	-0.0109252
-2.6407346e-006	-0.000731159
-2.6403346e-006	-0.0109252
-2.6399346e-006	-0.000731159
-2.6395346e-006	-0.0109252
-2.6391346e-006	-0.000731159
-2.6387346e-006	-0.000731159
-2.6383346e-006	-0.000731159
-2.6379346e-006	-0.000731159
-2.6375346e-006	-0.000731159
-2.6371346e-006	-0.0109252
-2.6367346e-006	-0.0109252
-2.6363346e-006	-0.000731159
-2.6359346e-006	-0.0109252
-2.6355346e-006	0.00946288
-2.6351346e-006	-0.000731159
-2.6347346e-006	-0.0109252
-2.6343346e-006	-0.000731159
-2.6339346e-006	-0.0109252
-2.6335346e-006	-0.000731159
-2.6331346e-006	-0.000731159
-2.6327346e-006	0.00946288
-2.6323346e-006	0.00946288
-2.6319346e-006	-0.0109252
-2.6315346e-006	-0.0109252
-2.6311346e-006	-0.0109252
-2.6307346e-006	-0.0211192
-2.6303346e-006	-0.000731159
-2.6299346e-006	-0.000731159
-2.6295346e-006	-0.0109252
-2.6291346e-006	0.00946288
-2.6287346e-006	-0.0109252
-2.6283346e-006	-0.0109252
-2.6279346e-006	-0.0109252
-2.6275346e-006	-0.000731159
-2.6271346e-006	-0.0109252
-2.6267346e-006	-0.000731159
-2.6263346e-006	-0.0109252
-2.6259346e-006	-0.000731159
-2.6255346e-006	0.00946288
-2.6251346e-006	0.00946288
-2.6247346e-006	-0.000731159
-2.6243346e-006	-0.0109252
-2.6239346e-006	-0.000731159
-2.6235346e-006	-0.0109252
-2.6231346e-006	-0.000731159
-2.6227346e-006	0.00946288
-2.6223346e-006	-0.000731159
-2.6219346e-006	0.00946288
-2.6215346e-006	-0.0109252
-2.6211346e-006	0.00946288
-2.6207346e-006	-0.0109252
-2.6203346e-006	0.0196569
-2.6199346e-006	0.00946288
-2.6195346e-006	0.00946288
-2.6191346e-006	-0.0211192
-2.6187346e-006	-0.000731159
-2.6183346e-006	-0.000731159
-2.6179346e-006	-0.000731159
-2.6175346e-006	-0.000731159
-2.6171346e-006	-0.0109252
-2.6167346e-006	-0.000731159
-2.6163346e-006	0.00946288
-2.6159346e-006	-0.000731159
-2.6155346e-006	-0.0109252
-2.6151346e-006	-0.0109252
-2.6147346e-006	-0.0109252
-2.6143346e-006	-0.0109252
-2.6139346e-006	-0.000731159
-2.6135346e-006	0.00946288
-2.6131346e-006	0.029851
-2.6127346e-006	-0.000731159
-2.6123346e-006	-0.000731159
-2.6119346e-006	0.00946288
-2.6115346e-006	-0.000731159
-2.6111346e-006	-0.0211192
-2.6107346e-006	-0.0109252
-2.6103346e-006	-0.0109252
-2.6099346e-006	0.0196569
-2.6095346e-006	-0.0109252
-2.6091346e-006	-0.000731159
-2.6087346e-006	0.00946288
-2.6083346e-006	0.00946288
-2.6079346e-006	-0.000731159
-2.6075346e-006	-0.000731159
-2.6071346e-006	-0.0109252
-2.6067346e-006	-0.000731159
-2.6063346e-006	-0.0211192
-2.6059346e-006	-0.0109252
-2.6055346e-006	-0.000731159
-2.6051346e-006	-0.0109252
-2.6047346e-006	-0.000731159
-2.6043346e-006	-0.0109252
-2.6039346e-006	-0.000731159
-2.6035346e-006	0.00946288
-2.6031346e-006	-0.0109252
-2.6027346e-006	-0.0109252
-2.6023346e-006	-0.0109252
-2.6019346e-006	-0.000731159
-2.6015346e-006	-0.0109252
-2.6011346e-006	-0.0109252
-2.6007346e-006	-0.0211192
-2.6003346e-006	0.00946288
-2.5999346e-006	-0.000731159
-2.5995346e-006	-0.000731159
-2.5991346e-006	-0.000731159
-2.5987346e-006	0.0196569
-2.5983346e-006	-0.000731159
-2.5979346e-006	0.00946288
-2.5975346e-006	0.00946288
-2.5971346e-006	0.00946288
-2.5967346e-006	-0.000731159
-2.5963346e-006	-0.000731159
-2.5959346e-006	-0.000731159
-2.5955346e-006	-0.0109252
-2.5951346e-006	-0.000731159
-2.5947346e-006	0.0196569
-2.5943346e-006	-0.0109252
-2.5939346e-006	-0.000731159
-2.5935346e-006	-0.0109252
-2.5931346e-006	-0.0109252
-2.5927346e-006	-0.000731159
-2.5923346e-006	-0.0109252
-2.5919346e-006	-0.0109252
-2.5915346e-006	-0.000731159
-2.5911346e-006	0.00946288
-2.5907346e-006	0.00946288
-2.5903346e-006	-0.0109252
-2.5899346e-006	-0.0109252
-2.5895346e-006	-0.0109252
-2.5891346e-006	-0.000731159
-2.5887346e-006	-0.000731159
-2.5883346e-006	-0.000731159
-2.5879346e-006	-0.000731159
-2.5875346e-006	-0.000731159
-2.5871346e-006	-0.000731159
-2.5867346e-006	-0.000731159
-2.5863346e-006	-0.000731159
-2.5859346e-006	-0.000731159
-2.5855346e-006	-0.000731159
-2.5851346e-006	-0.000731159
-2.5847346e-006	-0.0109252
-2.5843346e-006	-0.000731159
-2.5839346e-006	-0.0109252
-2.5835346e-006	-0.0109252
-2.5831346e-006	-0.000731159
-2.5827346e-006	-0.0109252
-2.5823346e-006	-0.000731159
-2.5819346e-006	-0.0109252
-2.5815346e-006	-0.000731159
-2.5811346e-006	-0.000731159
-2.5807346e-006	0.00946288
-2.5803346e-006	-0.000731159
-2.5799346e-006	-0.000731159
-2.5795346e-006	-0.000731159
-2.5791346e-006	-0.000731159
-2.5787346e-006	0.00946288
-2.5783346e-006	-0.000731159
-2.5779346e-006	-0.0109252
-2.5775346e-006	-0.0109252
-2.5771346e-006	0.00946288
-2.5767346e-006	-0.0211192
-2.5763346e-006	-0.0211192
-2.5759346e-006	-0.0109252
-2.5755346e-006	0.00946288
-2.5751346e-006	0.00946288
-2.5747346e-006	0.0196569
-2.5743346e-006	-0.0109252
-2.5739346e-006	-0.0109252
-2.5735346e-006	0.00946288
-2.5731346e-006	0.00946288
-2.5727346e-006	0.00946288
-2.5723346e-006	-0.0109252
-2.5719346e-006	-0.0109252
-2.5715346e-006	0.00946288
-2.5711346e-006	-0.0109252
-2.5707346e-006	-0.000731159
-2.5703346e-006	-0.000731159
-2.5699346e-006	-0.0109252
-2.5695346e-006	-0.0211192
-2.5691346e-006	-0.0109252
-2.5687346e-006	-0.000731159
-2.5683346e-006	0.00946288
-2.5679346e-006	-0.0109252
-2.5675346e-006	-0.000731159
-2.5671346e-006	-0.000731159
-2.5667346e-006	-0.0109252
-2.5663346e-006	-0.000731159
-2.5659346e-006	-0.0109252
-2.5655346e-006	-0.000731159
-2.5651346e-006	-0.000731159
-2.5647346e-006	-0.0109252
-2.5643346e-006	0.00946288
-2.5639346e-006	-0.000731159
-2.5635346e-006	0.00946288
-2.5631346e-006	-0.000731159
-2.5627346e-006	-0.000731159
-2.5623346e-006	0.00946288
-2.5619346e-006	0.00946288
-2.5615346e-006	-0.000731159
-2.5611346e-006	-0.000731159
-2.5607346e-006	-0.0109252
-2.5603346e-006	-0.000731159
-2.5599346e-006	-0.0109252
-2.5595346e-006	-0.0109252
-2.5591346e-006	0.00946288
-2.5587346e-006	-0.000731159
-2.5583346e-006	-0.000731159
-2.5579346e-006	-0.000731159
-2.5575346e-006	-0.000731159
-2.5571346e-006	0.00946288
-2.5567346e-006	-0.0109252
-2.5563346e-006	0.00946288
-2.5559346e-006	-0.0109252
-2.5555346e-006	0.00946288
-2.5551346e-006	-0.0211192
-2.5547346e-006	-0.0109252
-2.5543346e-006	-0.0109252
-2.5539346e-006	0.00946288
-2.5535346e-006	-0.000731159
-2.5531346e-006	0.00946288
-2.5527346e-006	0.00946288
-2.5523346e-006	0.00946288
-2.5519346e-006	-0.000731159
-2.5515346e-006	0.00946288
-2.5511346e-006	-0.000731159
-2.5507346e-006	-0.000731159
-2.5503346e-006	-0.000731159
-2.5499346e-006	-0.000731159
-2.5495346e-006	-0.000731159
-2.5491346e-006	0.00946288
-2.5487346e-006	-0.0109252
-2.5483346e-006	-0.000731159
-2.5479346e-006	0.00946288
-2.5475346e-006	-0.0109252
-2.5471346e-006	-0.0109252
-2.5467346e-006	-0.0109252
